"package","declared","declared_recursive","without_base","without_base_recursive","without_installed","without_installed_recursive","reverse","reverse_recursive","badge_url"
"wfe",5,22,3,14,1,9,0,0,"https://img.shields.io/badge/dependencies-1/9-green?style=flat"
"wfg",1,11,1,5,1,3,0,0,"https://img.shields.io/badge/dependencies-1/3-green?style=flat"
"wfindr",2,26,2,22,2,22,0,0,"https://img.shields.io/badge/dependencies-2/22-green?style=flat"
"wflo",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wgaim",2,56,2,47,2,42,1,1,"https://img.shields.io/badge/dependencies-2/42-green?style=flat"
"WGCNA",17,94,12,85,11,74,9,9,"https://img.shields.io/badge/dependencies-11/74-red?style=flat"
"wgeesel",6,74,5,66,4,60,0,0,"https://img.shields.io/badge/dependencies-4/60-green?style=flat"
"WGScan",5,13,5,7,3,4,0,0,"https://img.shields.io/badge/dependencies-3/4-green?style=flat"
"WgtEff",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"whatr",13,72,12,64,12,59,0,0,"https://img.shields.io/badge/dependencies-12/59-red?style=flat"
"wheatmap",4,7,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"whereami",7,13,3,7,3,7,0,0,"https://img.shields.io/badge/dependencies-3/7-green?style=flat"
"whereport",1,26,1,22,1,22,0,0,"https://img.shields.io/badge/dependencies-1/22-green?style=flat"
"whisker",0,0,0,0,0,0,37,276,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"whitechapelR",2,13,2,7,2,5,0,0,"https://img.shields.io/badge/dependencies-2/5-green?style=flat"
"whitening",2,2,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"WhiteStripe",6,16,2,9,1,5,0,0,"https://img.shields.io/badge/dependencies-1/5-green?style=flat"
"whoa",8,72,8,63,8,57,0,0,"https://img.shields.io/badge/dependencies-8/57-orange?style=flat"
"whoami",3,11,2,8,2,8,5,7,"https://img.shields.io/badge/dependencies-2/8-green?style=flat"
"whoapi",1,10,1,8,1,8,0,0,"https://img.shields.io/badge/dependencies-1/8-green?style=flat"
"wicket",2,4,2,2,2,2,2,8,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"widals",2,4,1,2,1,2,0,0,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"widgetframe",6,13,4,9,4,9,0,0,"https://img.shields.io/badge/dependencies-4/9-green?style=flat"
"widyr",8,67,8,60,7,57,2,2,"https://img.shields.io/badge/dependencies-7/57-orange?style=flat"
"wiesbaden",7,43,7,38,7,38,0,0,"https://img.shields.io/badge/dependencies-7/38-orange?style=flat"
"wikibooks",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"WikidataQueryServiceR",3,33,3,29,3,29,0,0,"https://img.shields.io/badge/dependencies-3/29-green?style=flat"
"WikidataR",4,12,3,9,3,9,1,16,"https://img.shields.io/badge/dependencies-3/9-green?style=flat"
"wikifacts",3,19,3,15,3,15,0,0,"https://img.shields.io/badge/dependencies-3/15-green?style=flat"
"wikilake",10,28,9,21,9,20,0,0,"https://img.shields.io/badge/dependencies-9/20-orange?style=flat"
"WikipediaR",2,12,2,9,2,9,0,0,"https://img.shields.io/badge/dependencies-2/9-green?style=flat"
"wikipediatrend",9,68,8,60,8,55,0,0,"https://img.shields.io/badge/dependencies-8/55-orange?style=flat"
"WikipediR",2,10,2,8,2,8,3,19,"https://img.shields.io/badge/dependencies-2/8-green?style=flat"
"wikisourcer",6,37,6,32,6,32,0,0,"https://img.shields.io/badge/dependencies-6/32-orange?style=flat"
"wikitaxa",7,36,7,32,7,32,2,15,"https://img.shields.io/badge/dependencies-7/32-orange?style=flat"
"WilcoxCV",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wildcard",2,5,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"wildlifeDI",5,17,3,11,3,8,0,0,"https://img.shields.io/badge/dependencies-3/8-green?style=flat"
"wildpoker",3,3,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wilson",35,176,31,166,31,155,0,0,"https://img.shields.io/badge/dependencies-31/155-red?style=flat"
"windAC",2,18,2,11,2,8,0,0,"https://img.shields.io/badge/dependencies-2/8-green?style=flat"
"WindCurves",5,125,3,116,3,106,0,0,"https://img.shields.io/badge/dependencies-3/106-green?style=flat"
"windex",4,22,3,14,3,11,0,0,"https://img.shields.io/badge/dependencies-3/11-green?style=flat"
"windfarmGA",21,107,15,98,15,88,0,0,"https://img.shields.io/badge/dependencies-15/88-red?style=flat"
"wingui",3,3,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"winRatioAnalysis",12,22,9,15,6,10,0,0,"https://img.shields.io/badge/dependencies-6/10-orange?style=flat"
"wiqid",5,11,4,5,3,3,0,0,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"wISAM",2,6,1,1,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"WiSEBoot",2,8,2,3,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"wiseR",24,128,22,118,22,111,0,0,"https://img.shields.io/badge/dependencies-22/111-red?style=flat"
"withr",3,3,0,0,0,0,69,3135,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wk",1,3,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"wkb",1,8,1,2,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"wkNNMI",2,5,2,4,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"wktmo",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"WLreg",3,11,2,4,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"WMCapacity",8,14,7,8,7,7,0,0,"https://img.shields.io/badge/dependencies-7/7-orange?style=flat"
"WMDB",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wmlf",2,6,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"wmm",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wmtsa",5,8,3,3,2,2,8,12,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"wmwpow",3,10,3,5,2,4,0,0,"https://img.shields.io/badge/dependencies-2/4-green?style=flat"
"WMWssp",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wnl",1,1,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"wNNSel",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wnominate",1,8,1,2,1,1,1,1,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"woe",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"woeBinning",0,0,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"woeR",1,26,1,22,1,22,0,0,"https://img.shields.io/badge/dependencies-1/22-green?style=flat"
"womblR",8,15,4,8,4,5,0,0,"https://img.shields.io/badge/dependencies-4/5-green?style=flat"
"wooldridge",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"worcs",6,37,6,30,6,28,0,0,"https://img.shields.io/badge/dependencies-6/28-orange?style=flat"
"word.alignment",2,10,2,5,2,5,0,0,"https://img.shields.io/badge/dependencies-2/5-green?style=flat"
"wordbankr",10,36,10,30,10,30,0,0,"https://img.shields.io/badge/dependencies-10/30-red?style=flat"
"wordcloud",3,4,2,2,2,2,23,36,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"wordcloud2",4,12,2,8,2,8,3,3,"https://img.shields.io/badge/dependencies-2/8-green?style=flat"
"wordmatch",2,11,2,7,2,7,0,0,"https://img.shields.io/badge/dependencies-2/7-green?style=flat"
"wordnet",1,2,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"WordOfMouth",3,61,1,53,1,48,0,0,"https://img.shields.io/badge/dependencies-1/48-green?style=flat"
"WordPools",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"WordR",3,50,3,44,3,44,0,0,"https://img.shields.io/badge/dependencies-3/44-green?style=flat"
"wordspace",11,14,6,7,3,3,1,1,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"workflowr",17,44,15,39,15,39,0,0,"https://img.shields.io/badge/dependencies-15/39-red?style=flat"
"workflows",7,35,7,30,7,29,2,2,"https://img.shields.io/badge/dependencies-7/29-orange?style=flat"
"WorldFlora",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"worldmet",8,96,7,87,7,80,0,0,"https://img.shields.io/badge/dependencies-7/80-orange?style=flat"
"worms",2,13,2,10,2,10,0,0,"https://img.shields.io/badge/dependencies-2/10-green?style=flat"
"worrms",4,29,4,25,4,25,1,15,"https://img.shields.io/badge/dependencies-4/25-green?style=flat"
"wosr",6,14,4,10,4,10,0,0,"https://img.shields.io/badge/dependencies-4/10-green?style=flat"
"WPC",2,13,2,6,1,3,0,0,"https://img.shields.io/badge/dependencies-1/3-green?style=flat"
"wPerm",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"WPKDE",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wpp2008",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wpp2010",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wpp2012",0,0,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wpp2015",1,4,1,2,1,2,1,1,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"wpp2017",1,2,1,1,1,1,1,2,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"wpp2019",1,2,1,1,1,1,4,4,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"wppExplorer",10,99,10,91,10,81,0,0,"https://img.shields.io/badge/dependencies-10/81-red?style=flat"
"wql",7,59,3,51,3,46,0,0,"https://img.shields.io/badge/dependencies-3/46-green?style=flat"
"wqs",2,5,2,3,2,3,0,0,"https://img.shields.io/badge/dependencies-2/3-green?style=flat"
"WR",1,10,1,3,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wrangle",5,30,5,25,5,25,0,0,"https://img.shields.io/badge/dependencies-5/25-orange?style=flat"
"Wrapped",22,66,22,56,22,50,0,0,"https://img.shields.io/badge/dependencies-22/50-red?style=flat"
"wrapr",3,3,0,0,0,0,8,8,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wrassp",1,19,1,15,1,15,1,1,"https://img.shields.io/badge/dependencies-1/15-green?style=flat"
"WrightMap",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"write.snns",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"writexl",0,0,0,0,0,0,14,19,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"WriteXLS",1,1,0,0,0,0,5,5,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wrMisc",4,6,1,1,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wrProteo",5,8,2,3,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"WRS2",8,11,4,6,3,5,4,5,"https://img.shields.io/badge/dependencies-3/5-green?style=flat"
"WRSS",7,89,5,81,5,71,0,0,"https://img.shields.io/badge/dependencies-5/71-orange?style=flat"
"wrswoR",2,4,2,2,2,2,2,2,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"wrswoR.benchmark",2,2,2,2,2,2,0,0,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"WRTDStidal",13,108,13,98,12,87,0,0,"https://img.shields.io/badge/dependencies-12/87-red?style=flat"
"wru",2,81,1,75,1,75,0,0,"https://img.shields.io/badge/dependencies-1/75-green?style=flat"
"wsbackfit",2,2,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wskm",5,26,3,18,2,13,0,0,"https://img.shields.io/badge/dependencies-2/13-green?style=flat"
"wsrf",3,5,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"wSVM",2,7,2,2,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"wsyn",5,11,2,5,1,4,0,0,"https://img.shields.io/badge/dependencies-1/4-green?style=flat"
"wtest",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wTO",9,39,8,31,8,29,0,0,"https://img.shields.io/badge/dependencies-8/29-orange?style=flat"
"WufooR",3,33,3,29,3,29,0,0,"https://img.shields.io/badge/dependencies-3/29-green?style=flat"
"wux",14,99,13,91,12,80,0,0,"https://img.shields.io/badge/dependencies-12/80-red?style=flat"
"wv",9,50,4,43,4,41,0,0,"https://img.shields.io/badge/dependencies-4/41-green?style=flat"
"WVPlots",12,61,8,53,7,48,0,0,"https://img.shields.io/badge/dependencies-7/48-orange?style=flat"
"wvtool",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"WWGbook",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"wwntests",6,98,4,88,3,79,0,0,"https://img.shields.io/badge/dependencies-3/79-green?style=flat"
"WWR",2,3,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"wyz.code.metaTesting",8,34,5,29,5,29,0,0,"https://img.shields.io/badge/dependencies-5/29-orange?style=flat"
"wyz.code.offensiveProgramming",7,33,6,28,6,28,3,3,"https://img.shields.io/badge/dependencies-6/28-orange?style=flat"
"wyz.code.rdoc",8,34,7,29,7,29,0,0,"https://img.shields.io/badge/dependencies-7/29-orange?style=flat"
"wyz.code.testthat",6,34,5,29,5,29,0,0,"https://img.shields.io/badge/dependencies-5/29-orange?style=flat"
"x.ent",5,59,5,51,5,46,0,0,"https://img.shields.io/badge/dependencies-5/46-orange?style=flat"
"x12",6,10,2,5,2,5,1,1,"https://img.shields.io/badge/dependencies-2/5-green?style=flat"
"x12GUI",12,87,6,78,5,68,0,0,"https://img.shields.io/badge/dependencies-5/68-orange?style=flat"
"x13binary",0,0,0,0,0,0,3,9,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"x3ptools",7,50,6,43,6,41,0,0,"https://img.shields.io/badge/dependencies-6/41-orange?style=flat"
"xaringan",5,29,5,25,5,25,5,6,"https://img.shields.io/badge/dependencies-5/25-orange?style=flat"
"xaringanthemer",6,11,4,6,4,6,0,0,"https://img.shields.io/badge/dependencies-4/6-green?style=flat"
"xbreed",3,4,1,2,1,2,0,0,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"XBRL",2,3,1,1,1,1,1,1,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"xdcclarge",4,10,3,5,3,4,0,0,"https://img.shields.io/badge/dependencies-3/4-green?style=flat"
"xergm.common",5,41,2,33,2,30,1,1,"https://img.shields.io/badge/dependencies-2/30-green?style=flat"
"xesreadR",9,49,9,44,9,44,1,1,"https://img.shields.io/badge/dependencies-9/44-orange?style=flat"
"xfun",2,2,0,0,0,0,19,1273,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xgb2sql",2,13,2,6,2,4,0,0,"https://img.shields.io/badge/dependencies-2/4-green?style=flat"
"xgboost",5,12,4,5,3,3,24,28,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"xgobi",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xgxr",14,62,10,54,10,49,0,0,"https://img.shields.io/badge/dependencies-10/49-red?style=flat"
"xhmmScripts",2,12,2,7,2,6,0,0,"https://img.shields.io/badge/dependencies-2/6-green?style=flat"
"XHWE",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"XICOR",2,13,1,6,1,3,0,0,"https://img.shields.io/badge/dependencies-1/3-green?style=flat"
"XiMpLe",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xkcd",4,85,3,77,3,67,0,0,"https://img.shields.io/badge/dependencies-3/67-green?style=flat"
"xkcdcolors",2,2,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"XKCDdata",8,34,8,30,8,30,0,0,"https://img.shields.io/badge/dependencies-8/30-orange?style=flat"
"XLConnect",2,2,1,1,1,1,4,4,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"xlink",1,10,1,3,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xLLiM",6,15,6,9,4,6,0,0,"https://img.shields.io/badge/dependencies-4/6-green?style=flat"
"xlsx",4,5,2,2,2,2,22,24,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"xlsx2dfs",1,9,1,4,1,4,0,0,"https://img.shields.io/badge/dependencies-1/4-green?style=flat"
"xlsxjars",1,2,1,1,1,1,4,26,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"xltabr",2,10,2,5,2,5,0,0,"https://img.shields.io/badge/dependencies-2/5-green?style=flat"
"xlutils3",2,27,2,23,2,23,0,0,"https://img.shields.io/badge/dependencies-2/23-green?style=flat"
"xmeta",6,15,5,9,5,6,0,0,"https://img.shields.io/badge/dependencies-5/6-orange?style=flat"
"Xmisc",1,1,0,0,0,0,1,1,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"XML",2,2,0,0,0,0,225,420,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xml2",1,1,0,0,0,0,294,656,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"XML2R",3,7,3,5,3,5,2,2,"https://img.shields.io/badge/dependencies-3/5-green?style=flat"
"xml2relational",8,34,6,29,6,29,0,0,"https://img.shields.io/badge/dependencies-6/29-orange?style=flat"
"xmlparsedata",0,0,0,0,0,0,3,5,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xmlr",1,1,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xmlrpc2",3,4,3,3,3,3,1,1,"https://img.shields.io/badge/dependencies-3/3-green?style=flat"
"XMRF",6,20,5,13,3,9,1,3,"https://img.shields.io/badge/dependencies-3/9-green?style=flat"
"xmrr",3,61,3,53,3,48,0,0,"https://img.shields.io/badge/dependencies-3/48-green?style=flat"
"xnet",5,5,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"XNomial",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xoi",3,6,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"xopen",1,4,1,3,1,3,1,73,"https://img.shields.io/badge/dependencies-1/3-green?style=flat"
"xpectr",12,45,10,39,10,39,0,0,"https://img.shields.io/badge/dependencies-10/39-red?style=flat"
"xplain",3,28,3,24,3,24,0,0,"https://img.shields.io/badge/dependencies-3/24-green?style=flat"
"xplorerr",3,22,2,17,2,17,3,3,"https://img.shields.io/badge/dependencies-2/17-green?style=flat"
"Xplortext",15,108,11,98,10,88,0,0,"https://img.shields.io/badge/dependencies-10/88-red?style=flat"
"xpose",13,77,10,69,10,61,1,1,"https://img.shields.io/badge/dependencies-10/61-red?style=flat"
"xpose.nlmixr",12,119,11,110,10,102,0,0,"https://img.shields.io/badge/dependencies-10/102-red?style=flat"
"xpose4",10,95,7,87,5,76,0,0,"https://img.shields.io/badge/dependencies-5/76-orange?style=flat"
"xptr",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"XR",3,3,1,1,1,1,3,3,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"xray",6,64,5,56,5,50,0,0,"https://img.shields.io/badge/dependencies-5/50-orange?style=flat"
"xrf",7,46,6,38,5,35,0,0,"https://img.shields.io/badge/dependencies-5/35-orange?style=flat"
"xRing",4,38,4,30,4,27,0,0,"https://img.shields.io/badge/dependencies-4/27-green?style=flat"
"XRJulia",2,4,1,2,1,2,1,1,"https://img.shields.io/badge/dependencies-1/2-green?style=flat"
"xrnet",6,16,5,10,5,7,0,0,"https://img.shields.io/badge/dependencies-5/7-orange?style=flat"
"XRPython",3,13,2,7,2,5,0,0,"https://img.shields.io/badge/dependencies-2/5-green?style=flat"
"XRSCC",4,4,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xseq",6,20,6,14,6,10,0,0,"https://img.shields.io/badge/dependencies-6/10-orange?style=flat"
"xslt",2,4,2,2,2,2,2,2,"https://img.shields.io/badge/dependencies-2/2-green?style=flat"
"xsp",2,58,2,50,2,45,0,0,"https://img.shields.io/badge/dependencies-2/45-green?style=flat"
"xspliner",9,66,8,58,7,53,0,0,"https://img.shields.io/badge/dependencies-7/53-orange?style=flat"
"xSub",3,32,3,28,3,28,0,0,"https://img.shields.io/badge/dependencies-3/28-green?style=flat"
"xtable",2,2,0,0,0,0,111,1081,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xtal",5,5,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xtensor",1,3,1,1,1,1,0,0,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"xtermStyle",0,0,0,0,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
"xts",2,8,1,2,1,1,115,356,"https://img.shields.io/badge/dependencies-1/1-green?style=flat"
"xtune",3,22,2,14,2,9,0,0,"https://img.shields.io/badge/dependencies-2/9-green?style=flat"
"xVA",3,25,2,18,2,16,0,0,"https://img.shields.io/badge/dependencies-2/16-green?style=flat"
"xwf",1,11,1,4,0,0,0,0,"https://img.shields.io/badge/dependencies-0/0-brightgreen?style=flat"
